ID,Category,Sub_Cat,Gov_Pvt,Facility,Tehsil,Admin 2,Admin 1,Latitude,Longitude
12611,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,KHAWAR SURGICAL HOSPITAL,KHANEWAL,KHANEWAL,PUNJAB,30.30245560070,71.93307523870
12612,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,L.R.B.T EYE HOSPITAL,KHANEWAL,KHANEWAL,PUNJAB,30.30135519470,71.93459073210
12613,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,ALTAF HOSPITAL,KHANEWAL,KHANEWAL,PUNJAB,30.30687167610,71.93525550490
12614,GENERAL HOSPITALS,MEDICAL FACILITIES,GOVERNMENT,RAILWAY HOSPITAL KHANEWAL,KHANEWAL,KHANEWAL,PUNJAB,30.31030809260,71.93757222110
12615,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,AL HAMEED FAMILY HOSPITAL,KHANEWAL,KHANEWAL,PUNJAB,30.29859860490,71.91914783760
12616,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,MUSHTAQ SURGICAL HOSPITAL,KHANEWAL,KHANEWAL,PUNJAB,30.29702218430,71.91688997820
12617,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,AMIN HOSPITAL,KHANEWAL,KHANEWAL,PUNJAB,30.29734197850,71.91788600960
12618,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,TEHSEEN SURGICAL HOSPITAL & MATERNITY SERVICE,KHANEWAL,KHANEWAL,PUNJAB,30.29591780060,71.91797041000
12619,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,HAMZA CLINIC & HUNAIN SURGICAL HOSPITAL,KHANEWAL,KHANEWAL,PUNJAB,30.29421979930,71.91801662230
12620,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,MAJEED HOSPITAL,KHANEWAL,KHANEWAL,PUNJAB,30.29829295640,71.92282219410
12621,GENERAL PHYSICIAN,CLINIC,PRIVATE,DR WASIM ABBAS CLINIC,KHANEWAL,KHANEWAL,PUNJAB,30.49064863810,72.13152192800
12622,MATERNITY HOME,MEDICAL SERVICES,PRIVATE,AMIR CLINIC AND MATERNITY HOME,KHANEWAL,KHANEWAL,PUNJAB,30.38257705090,71.97645735550
12623,MATERNITY HOME,MEDICAL SERVICES,PRIVATE,AL RASHEED CLINIC AND MATERNITY HOME,KHANEWAL,KHANEWAL,PUNJAB,30.36968549330,71.95341380720
12624,VETERINARY,CLINIC,PRIVATE,RANA BROTHERS VETERINARY CLINIC,KHANEWAL,KHANEWAL,PUNJAB,30.35536960440,71.89450159080
12625,MATERNITY HOME,MEDICAL SERVICES,PRIVATE,MUBSHARA CLINIC AND MATERNITY HOME,KHANEWAL,KHANEWAL,PUNJAB,30.28046142070,71.91203817030
12626,GENERAL PHYSICIAN,CLINIC,PRIVATE,BISMILLAH CLINIC,KHANEWAL,KHANEWAL,PUNJAB,30.28554601440,71.92098319680
12627,GENERAL PHYSICIAN,CLINIC,PRIVATE,WAQAS CLINIC,KHANEWAL,KHANEWAL,PUNJAB,30.28969714060,71.93556794340
12628,GENERAL PHYSICIAN,CLINIC,PRIVATE,PERVEEN ZAFAR CLINIC,KHANEWAL,KHANEWAL,PUNJAB,30.30027018660,71.94095962980
12629,GENERAL PHYSICIAN,CLINIC,PRIVATE,MARIAM CLINIC,KHANEWAL,KHANEWAL,PUNJAB,30.29823645570,71.93215747790
12630,GENERAL PHYSICIAN,CLINIC,PRIVATE,CHILD SPEECH & REHABILITATION CLINIC,KHANEWAL,KHANEWAL,PUNJAB,30.29617907790,71.92762539090
12631,MATERNITY HOME,MEDICAL SERVICES,PRIVATE,ANJUM CLINIC AND MATERNITY HOME,KHANEWAL,KHANEWAL,PUNJAB,30.29660653950,71.92789295540
12632,GENERAL PHYSICIAN,CLINIC,PRIVATE,GULZAR CLINIC,KHANEWAL,KHANEWAL,PUNJAB,30.29745641980,71.92501910100
12633,GENERAL PHYSICIAN,CLINIC,PRIVATE,SHAHZEB CLINIC,KHANEWAL,KHANEWAL,PUNJAB,30.29458640020,71.92344261850
12634,GENERAL PHYSICIAN,CLINIC,PRIVATE,ZAFAR-UL-AZIZ CLINIC,KHANEWAL,KHANEWAL,PUNJAB,30.29632007380,71.91777240690
12635,GENERAL PHYSICIAN,CLINIC,PRIVATE,TEHSEEN CLINIC,KHANEWAL,KHANEWAL,PUNJAB,30.29584477140,71.91754603400
12636,GENERAL PHYSICIAN,CLINIC,PRIVATE,IRFAN CHILDREN CLINIC,KHANEWAL,KHANEWAL,PUNJAB,30.29472086760,71.91840668580
12637,GENERAL PHYSICIAN,CLINIC,PRIVATE,SUMRA CLINIC,KHANEWAL,KHANEWAL,PUNJAB,30.29715224350,71.91808517990
12638,GENERAL PHYSICIAN,CLINIC,PRIVATE,DR WAQAR CLINIC,KHANEWAL,KHANEWAL,PUNJAB,30.29741221060,71.91821259580
12639,GENERAL PHYSICIAN,CLINIC,PRIVATE,ZAFAR CLINIC,KHANEWAL,KHANEWAL,PUNJAB,30.29851105560,71.92079457670
12640,GENERAL PHYSICIAN,CLINIC,PRIVATE,BISMILLAH ZXMCO CLINIC & VARIETY SHOP,KHANEWAL,KHANEWAL,PUNJAB,30.30583484170,71.92282591750
12641,GENERAL PHYSICIAN,CLINIC,PRIVATE,MUZAMMIL CLINIC,KHANEWAL,KHANEWAL,PUNJAB,30.31878907680,71.91199661120
12642,GENERAL PHYSICIAN,CLINIC,PRIVATE,HAYAT CLINIC,KHANEWAL,KHANEWAL,PUNJAB,30.30108270400,71.92427526010
12643,GENERAL PHYSICIAN,CLINIC,PRIVATE,MUDASIR CLINIC,KHANEWAL,KHANEWAL,PUNJAB,30.33391316940,72.03392045760
12644,VETERINARY,CLINIC,PRIVATE,SALMAN VETERINARY CLINIC,KHANEWAL,KHANEWAL,PUNJAB,30.38080751890,72.13343898900
12645,GENERAL PHYSICIAN,CLINIC,PRIVATE,ZAINAB CLINIC,KHANEWAL,KHANEWAL,PUNJAB,30.37531985940,72.14061189440
12646,GENERAL PHYSICIAN,CLINIC,PRIVATE,HAMDANI CLINIC,KHANEWAL,KHANEWAL,PUNJAB,30.37386787660,72.13966230460
12647,GENERAL PHYSICIAN,CLINIC,PRIVATE,AL-REHMAN CLINIC,KHANEWAL,KHANEWAL,PUNJAB,30.37273090920,72.14265051180
12648,GENERAL PHYSICIAN,CLINIC,PRIVATE,DR NASEEM AKHTAR CLINIC,KHANEWAL,KHANEWAL,PUNJAB,30.37122216090,72.13878941280
12649,GENERAL PHYSICIAN,CLINIC,PRIVATE,SADAAT CLINIC,KHANEWAL,KHANEWAL,PUNJAB,30.37110587040,72.13829455180
12650,VETERINARY,CLINIC,PRIVATE,AL-REHMAN VETERINARY CLINIC,KHANEWAL,KHANEWAL,PUNJAB,30.39642316240,72.21641359290
12651,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,BURHAN MEDICAL STORE,MIAN CHANNU,KHANEWAL,PUNJAB,30.43692954170,72.35853658340
12652,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,AHMED MEDICAL STORE,MIAN CHANNU,KHANEWAL,PUNJAB,30.44017133740,72.35949880660
12653,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,ATTA MEDICAL STORE,MIAN CHANNU,KHANEWAL,PUNJAB,30.43729545410,72.35092473690
12654,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,AL-RAZA MEDICAL STORE,MIAN CHANNU,KHANEWAL,PUNJAB,30.44166837240,72.35223808810
12655,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,ZAFAR MEDICAL STORE & AINAK MAHAL,MIAN CHANNU,KHANEWAL,PUNJAB,30.44169912640,72.35248468650
12656,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,NEW ZEESHAN MEDICAL STORE,MIAN CHANNU,KHANEWAL,PUNJAB,30.44168783180,72.35365643880
12657,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,SIDDIQUE MEDICAL STORE,MIAN CHANNU,KHANEWAL,PUNJAB,30.44146260420,72.35529984290
12658,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,WALI MOHAMMAD MEMORIAL HOSPITAL,MIAN CHANNU,KHANEWAL,PUNJAB,30.44800561410,72.35545735490
12659,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,AL REHMAN HOSPITAL,MIAN CHANNU,KHANEWAL,PUNJAB,30.44691482890,72.35526324320
12660,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,ABID HOSPITAL,MIAN CHANNU,KHANEWAL,PUNJAB,30.44463631450,72.35528084390
12661,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,ISLAMIC AID HOSPITAL,MIAN CHANNU,KHANEWAL,PUNJAB,30.44433188470,72.35528480750
12662,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,YASEEN HOSPITAL (DR. IQBAL),MIAN CHANNU,KHANEWAL,PUNJAB,30.44388683310,72.35843898570
12663,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,FARIHA HOSPITAL,MIAN CHANNU,KHANEWAL,PUNJAB,30.44296889590,72.35194365590
12664,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,AL-MANZOOR SURIGICAL HOSPITAL,MIAN CHANNU,KHANEWAL,PUNJAB,30.44277967460,72.35290082580
12665,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,HAFEEZ SPECIALIST HOSPITAL,MIAN CHANNU,KHANEWAL,PUNJAB,30.44163222650,72.34981868560
12666,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,FATIMA MEDICAL COMPLEX,MIAN CHANNU,KHANEWAL,PUNJAB,30.44145979660,72.35194707330
12667,GENERAL PHYSICIAN,CLINIC,PRIVATE,HAIDER CLINIC,MIAN CHANNU,KHANEWAL,PUNJAB,30.44143713640,72.35346800790
12668,CHILDREN HOSPITAL,MEDICAL FACILITIES,PRIVATE,KALSOOM CHILDREN HOSPITAL,MIAN CHANNU,KHANEWAL,PUNJAB,30.44169244380,72.35459271020
12669,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,MEMONA SURGICAL HOSPITAL,MIAN CHANNU,KHANEWAL,PUNJAB,30.43768234110,72.34474432390
12670,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,MIAMONA HOSPITAL,MIAN CHANNU,KHANEWAL,PUNJAB,30.43734325840,72.34467480960
12671,GENERAL PHYSICIAN,CLINIC,PRIVATE,AHMAD CLINIC,MIAN CHANNU,KHANEWAL,PUNJAB,30.47533551980,72.38029242000
12672,VETERINARY,CLINIC,PRIVATE,BHATTI VETERINARY CLINIC,MIAN CHANNU,KHANEWAL,PUNJAB,30.47097078350,72.33690624600
12673,GENERAL PHYSICIAN,CLINIC,PRIVATE,HEALTH CLINIC,MIAN CHANNU,KHANEWAL,PUNJAB,30.45765909780,72.35852586820
12674,GENERAL PHYSICIAN,CLINIC,PRIVATE,GHAFFAR CLINIC,MIAN CHANNU,KHANEWAL,PUNJAB,30.44588821290,72.35528783400
12675,GENERAL PHYSICIAN,CLINIC,PRIVATE,HABIBIBA CLINIC,MIAN CHANNU,KHANEWAL,PUNJAB,30.44434639290,72.35990348430
12676,VETERINARY,CLINIC,PRIVATE,HAIDER VETERINARY CLINIC & POULTRY SERVICES,MIAN CHANNU,KHANEWAL,PUNJAB,30.44247831820,72.35527986070
12677,GENERAL PHYSICIAN,CLINIC,PRIVATE,NAZEER CLINIC,MIAN CHANNU,KHANEWAL,PUNJAB,30.44174437210,72.35743999870
12678,GENERAL PHYSICIAN,CLINIC,PRIVATE,FATIMA CLINIC,MIAN CHANNU,KHANEWAL,PUNJAB,30.44093375740,72.36040821340
12679,GENERAL PHYSICIAN,CLINIC,PRIVATE,AMEEN CLINIC,MIAN CHANNU,KHANEWAL,PUNJAB,30.44346486800,72.35292671310
12680,OPTICS,MEDICAL SERVICES,PRIVATE,ZUBAIR EYE CLINIC,MIAN CHANNU,KHANEWAL,PUNJAB,30.44150203480,72.35221760570
12681,HOMEOPATHIC,CLINIC,PRIVATE,AL-MUKHTAR COMPUTERIZED HOMEOPATHIC CLINIC,MIAN CHANNU,KHANEWAL,PUNJAB,30.44156346470,72.35200409740
12682,GENERAL PHYSICIAN,CLINIC,PRIVATE,AL SHIFA CLINIC,MIAN CHANNU,KHANEWAL,PUNJAB,30.43918242310,72.35273586570
12683,GENERAL PHYSICIAN,CLINIC,PRIVATE,SALEEM CLINIC,MIAN CHANNU,KHANEWAL,PUNJAB,30.43894050070,72.35349569030
12684,GENERAL PHYSICIAN,CLINIC,PRIVATE,MUHAMMAD RAMZAN SARGANA CLINIC,MIAN CHANNU,KHANEWAL,PUNJAB,30.44162175820,72.35349374910
12685,GENERAL PHYSICIAN,CLINIC,PRIVATE,MARYAM CLINIC,MIAN CHANNU,KHANEWAL,PUNJAB,30.43348006730,72.34703282060
12686,GENERAL PHYSICIAN,CLINIC,PRIVATE,LAIBA CLINIC,MIAN CHANNU,KHANEWAL,PUNJAB,30.44222751550,72.32497973620
12687,GENERAL PHYSICIAN,CLINIC,PRIVATE,JAVED CLINIC,MIAN CHANNU,KHANEWAL,PUNJAB,30.44794325520,72.33413690220
12688,MATERNITY HOME,MEDICAL SERVICES,PRIVATE,AYESHA MATERNITY CLINIC,MIAN CHANNU,KHANEWAL,PUNJAB,30.41304736390,72.32056348130
12689,GENERAL PHYSICIAN,CLINIC,PRIVATE,SHALOON CLINIC,MIAN CHANNU,KHANEWAL,PUNJAB,30.40417943390,72.30179422650
12690,GENERAL PHYSICIAN,CLINIC,PRIVATE,AL REHMAT CLINIC,MIAN CHANNU,KHANEWAL,PUNJAB,30.52001768110,72.24027996080
12691,GENERAL PHYSICIAN,CLINIC,PRIVATE,SHABANA CLINIC,MIAN CHANNU,KHANEWAL,PUNJAB,30.52112214360,72.24133618240
12692,GENERAL PHYSICIAN,CLINIC,PRIVATE,ZAHIDA KHATOON CLINIC,MIAN CHANNU,KHANEWAL,PUNJAB,30.52231206830,72.24048902480
12693,HOMEOPATHIC,CLINIC,PRIVATE,JAVED IQBAL CHAUDHRY HOMEOPATHIC CLINIC,MIAN CHANNU,KHANEWAL,PUNJAB,30.49945062340,72.15820544920
12694,GENERAL PHYSICIAN,CLINIC,PRIVATE,MOHAMMAD ILYAS KHAN CLINIC,MIAN CHANNU,KHANEWAL,PUNJAB,30.40500463390,72.24310839270
12695,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,AWAN MEDICAL STORE,KHUSHAB,KHUSHAB,PUNJAB,32.66667621580,72.51417764210
12696,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,MADINA MEDICAL STORE,KHUSHAB,KHUSHAB,PUNJAB,32.63573924200,72.46016877720
12697,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,AL-QAIM MEDICAL STORE,KHUSHAB,KHUSHAB,PUNJAB,32.63564644340,72.45998913110
12698,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,CHAUDHRY MEDICAL STORE,KHUSHAB,KHUSHAB,PUNJAB,32.28701488770,72.27746466950
12699,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,DR AWAN CHEMIST & MEDICAL STORE,KHUSHAB,KHUSHAB,PUNJAB,32.28704025460,72.27761274470
12700,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,AL-MADINA MEDICAL STORE,KHUSHAB,KHUSHAB,PUNJAB,32.28724226280,72.28101844540
12701,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,BILAL MEDICAL STORE,KHUSHAB,KHUSHAB,PUNJAB,32.28725501290,72.28082761780
12702,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,LIFE MEDICAL STORE,KHUSHAB,KHUSHAB,PUNJAB,32.28725281540,72.28256793200
12703,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,FAIZAN MEDICAL STORE,KHUSHAB,KHUSHAB,PUNJAB,32.28736103470,72.28274753690
12704,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,MALIK MEDICAL STORE,KHUSHAB,KHUSHAB,PUNJAB,32.28723949590,72.28283606660
12705,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,FAISAL MEDICAL STORE,KHUSHAB,KHUSHAB,PUNJAB,32.28380302140,72.28861398980
12706,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,MASHALLAH MEDICAL STORE,KHUSHAB,KHUSHAB,PUNJAB,32.28379552300,72.28870653830
12707,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,AL-FATAH MEDICAL STORE,KHUSHAB,KHUSHAB,PUNJAB,32.28380337680,72.28881084480
12708,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,ARSALAN MEDICAL STORE,KHUSHAB,KHUSHAB,PUNJAB,32.28380200080,72.28890091970
12709,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,GHANI MEDICAL STORE,KHUSHAB,KHUSHAB,PUNJAB,32.28379962590,72.28895683460
12710,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,USMAN MEDICAL STORE,KHUSHAB,KHUSHAB,PUNJAB,32.28380471610,72.28905172240
12711,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,MUMTAZ MEDICAL STORE,KHUSHAB,KHUSHAB,PUNJAB,32.30340593180,72.35491725020
12712,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,DANISH MEDICAL STORE,KHUSHAB,KHUSHAB,PUNJAB,32.30093797550,72.35234245060
12713,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,IMTIAZ MEDICAL STORE,KHUSHAB,KHUSHAB,PUNJAB,32.29654303610,72.34698252480
12714,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,ZAHEER SUNNY MEDICAL STORE,KHUSHAB,KHUSHAB,PUNJAB,32.29621782960,72.34642604040
12715,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,AL-NOOR MEDICAL STORE,KHUSHAB,KHUSHAB,PUNJAB,32.29590644360,72.34877848220
12716,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,AL-SHIFA MEDICAL STORE,KHUSHAB,KHUSHAB,PUNJAB,32.29448690210,72.35184241670
12717,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,BISMILLAH MEDICAL STORE,KHUSHAB,KHUSHAB,PUNJAB,32.29410310170,72.35285672000
12718,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,ABDULLAH MEDICAL STORE,KHUSHAB,KHUSHAB,PUNJAB,32.29405739730,72.35317307090
12719,GENERAL PHYSICIAN,CLINIC,PRIVATE,HAFEEZ CLINIC,KHUSHAB,KHUSHAB,PUNJAB,32.17540359740,72.23064488230
12720,GENERAL PHYSICIAN,CLINIC,PRIVATE,MALIK CLINIC,KHUSHAB,KHUSHAB,PUNJAB,32.28897699350,72.27619030110
12721,GENERAL PHYSICIAN,CLINIC,PRIVATE,MADINA CLINIC,KHUSHAB,KHUSHAB,PUNJAB,32.28702403830,72.27772902530
12722,HOMEOPATHIC,CLINIC,PRIVATE,AL-SHIFA HOMEOPATHIC CLINIC,KHUSHAB,KHUSHAB,PUNJAB,32.28824082590,72.27800642640
12723,GENERAL PHYSICIAN,CLINIC,PRIVATE,IBRAHIM CLINIC,KHUSHAB,KHUSHAB,PUNJAB,32.28928251420,72.27896597070
12724,GENERAL PHYSICIAN,CLINIC,PRIVATE,SARDAR ALI MEMORIAL CLINIC,KHUSHAB,KHUSHAB,PUNJAB,32.28925505030,72.28173954690
12725,HOMEOPATHIC,CLINIC,PRIVATE,SADIQ HOMEOPATHIC CLINIC,KHUSHAB,KHUSHAB,PUNJAB,32.28697531430,72.28555791220
12726,HOMEOPATHIC,CLINIC,PRIVATE,SHOAIB HOMEOPATHIC CLINIC,KHUSHAB,KHUSHAB,PUNJAB,32.28698711270,72.28603436610
12727,HOMEOPATHIC,CLINIC,PRIVATE,ALI HOMEOPATHIC CLINIC,KHUSHAB,KHUSHAB,PUNJAB,32.28724300920,72.28588629180
12728,GENERAL PHYSICIAN,CLINIC,PRIVATE,AJMAL CLINIC,KHUSHAB,KHUSHAB,PUNJAB,32.28883086220,72.28745899850
12729,GENERAL PHYSICIAN,CLINIC,PRIVATE,SHAN CLINIC,KHUSHAB,KHUSHAB,PUNJAB,32.28863260870,72.28743067240
12730,GENERAL PHYSICIAN,CLINIC,PRIVATE,IBRAR RURAL HEALTH CLINIC,KHUSHAB,KHUSHAB,PUNJAB,32.28526093470,72.28277818780
12731,DIAGNOSTIC CENTRE,MEDICAL SERVICES,PRIVATE,WARAICH DIAGNOSTIC ULTRASOUND CLINIC,KHUSHAB,KHUSHAB,PUNJAB,32.28669695210,72.28282742050
12732,HOMEOPATHIC,CLINIC,PRIVATE,AHSEN HOMEOPATHIC CLINIC & STORE,KHUSHAB,KHUSHAB,PUNJAB,32.28460578440,72.34174724230
12733,GENERAL PHYSICIAN,CLINIC,PRIVATE,FAROOQ CLINIC,KHUSHAB,KHUSHAB,PUNJAB,32.29212127360,72.34669848490
12734,GENERAL PHYSICIAN,CLINIC,PRIVATE,JARAR CLINIC,KHUSHAB,KHUSHAB,PUNJAB,32.29151782890,72.35268361480
12735,GENERAL PHYSICIAN,CLINIC,PRIVATE,AL-NAJAF CLINIC,KHUSHAB,KHUSHAB,PUNJAB,32.29358366280,72.34771208030
12736,GENERAL PHYSICIAN,CLINIC,PRIVATE,CAPT DR MOHAMMAD RAFIQUE CLINIC,KHUSHAB,KHUSHAB,PUNJAB,32.29523899010,72.34999333850
12737,GENERAL PHYSICIAN,CLINIC,PRIVATE,DR MASOOD KHALID CHAUDHRY CLINIC,KHUSHAB,KHUSHAB,PUNJAB,32.29432911980,72.35226841300
12738,GENERAL PHYSICIAN,CLINIC,PRIVATE,AL-HUSSAIN HEALTH CLINIC,KHUSHAB,KHUSHAB,PUNJAB,32.29555402480,72.34223698570
12739,GENERAL PHYSICIAN,CLINIC,PRIVATE,CHEST CLINIC,KHUSHAB,KHUSHAB,PUNJAB,32.29602630920,72.34294391690
12740,GENERAL PHYSICIAN,CLINIC,PRIVATE,IRFAN CLINIC,KHUSHAB,KHUSHAB,PUNJAB,32.29969461700,72.35726764060
12741,GENERAL PHYSICIAN,CLINIC,PRIVATE,DR FAROOQUI CLINIC,KHUSHAB,KHUSHAB,PUNJAB,32.36139356860,72.38008938920
12742,GENERAL PHYSICIAN,CLINIC,PRIVATE,NAJMASHRS CLINIC,KHUSHAB,KHUSHAB,PUNJAB,32.53835372590,72.22451369150
12743,VETERINARY,CLINIC,PRIVATE,VETERINARY CLINIC,KHUSHAB,KHUSHAB,PUNJAB,32.66468212060,72.51871503010
12744,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,ZAFAR MEDICAL STORE,NOORPUR,KHUSHAB,PUNJAB,32.03087551940,71.82133629730
12745,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,RANA MEDICAL STORE,NOORPUR,KHUSHAB,PUNJAB,31.87970342770,71.89766932060
12746,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,HAMZA MEDICAL STORE,NOORPUR,KHUSHAB,PUNJAB,31.87947154000,71.89790240540
12747,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,BORANA MEDICAL STORE,NOORPUR,KHUSHAB,PUNJAB,31.87664314170,71.90006894140
12748,GENERAL PHYSICIAN,CLINIC,PRIVATE,UMER SURGICAL CLINIC,NOORPUR,KHUSHAB,PUNJAB,31.87463636650,71.89850489360
12749,HOMEOPATHIC,CLINIC,PRIVATE,YOUSAF HOMEOPATHIC CLINIC,NOORPUR,KHUSHAB,PUNJAB,31.87658230320,71.89980064550
12750,GENERAL PHYSICIAN,CLINIC,PRIVATE,ZAFARULLAH MALIK SKIN CLINIC,NOORPUR,KHUSHAB,PUNJAB,32.10208931830,71.80500288580
12751,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,MAZHAR MEDICAL STORE,QAIDABAD,KHUSHAB,PUNJAB,32.33978909250,71.88544925290
12752,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,UMER MEDICAL STORE,QAIDABAD,KHUSHAB,PUNJAB,32.33985770130,71.88523151090
12753,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,AL-NOOR MEDICAL STORE,QAIDABAD,KHUSHAB,PUNJAB,32.33889288240,71.88471995290
12754,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,MAZHAR MEDICAL STORE,QAIDABAD,KHUSHAB,PUNJAB,32.25105063130,72.10987644170
12755,GENERAL HOSPITALS,MEDICAL FACILITIES,GOVERNMENT,CIVIL HOSPITAL,QAIDABAD,KHUSHAB,PUNJAB,32.33385353100,71.89014938890
12756,GENERAL HOSPITALS,MEDICAL FACILITIES,PRIVATE,SHABANA LIAQUAT HOSPITAL,QAIDABAD,KHUSHAB,PUNJAB,32.33921400730,71.88478752770
12757,GENERAL HOSPITALS,MEDICAL FACILITIES,GOVERNMENT,GENERAL HOSPITAL,QAIDABAD,KHUSHAB,PUNJAB,32.33910733520,71.88510304840
12758,HOMEOPATHIC,CLINIC,PRIVATE,ALI HOMEOPATHIC CLINIC & STORE,QAIDABAD,KHUSHAB,PUNJAB,32.33857447310,71.88451915280
12759,GENERAL PHYSICIAN,CLINIC,PRIVATE,DANYAL CLINIC,QAIDABAD,KHUSHAB,PUNJAB,32.33928576200,71.88492847450
12760,GENERAL PHYSICIAN,CLINIC,PRIVATE,FAIZ SKIN CLINIC,QAIDABAD,KHUSHAB,PUNJAB,32.33937870760,71.88497420200
12761,GENERAL PHYSICIAN,CLINIC,PRIVATE,RAHEM CLINIC,QAIDABAD,KHUSHAB,PUNJAB,32.29580901660,72.09282789960
12762,GENERAL PHYSICIAN,CLINIC,PRIVATE,MALIK CLINIC,QAIDABAD,KHUSHAB,PUNJAB,32.29743934460,72.09310531850
12763,GENERAL PHYSICIAN,CLINIC,PRIVATE,MAZHAR DARUL SHIFA CLINIC,QAIDABAD,KHUSHAB,PUNJAB,32.31628483240,72.07985166480
12764,DISPENSARY,MEDICAL FACILITIES,GOVERNMENT,GOVT. RURAL DISPENSARY CHAK NO.324/T,CHAUBARA,LAYYAH,PUNJAB,31.00171847200,71.35730211300
12765,DISPENSARY,MEDICAL FACILITIES,GOVERNMENT,GOVT. RURAL DISPENSARY NAWAN KOT,CHAUBARA,LAYYAH,PUNJAB,31.09852317400,71.42143521600
12766,DISPENSARY,MEDICAL FACILITIES,GOVERNMENT,CIVIL ZILA COUNCIL DISPENSARY CHAK NO.375/TDA,CHAUBARA,LAYYAH,PUNJAB,30.82529352700,71.45039746700
12767,MEDICAL STORES,MEDICAL SERVICES,PRIVATE,AL-REHMAN MEDICAL STORE,CHAUBARA,LAYYAH,PUNJAB,30.94258761840,71.30570181320
12768,VETERINARY,CLINIC,PRIVATE,VETERINARY CLINIC,CHAUBARA,LAYYAH,PUNJAB,30.94524274760,71.29615161700
12769,DISPENSARY,MEDICAL FACILITIES,GOVERNMENT,GOVT. RURAL DISPENSARY CHAH GAJAR WALA,KAROR LAL ESAN,LAYYAH,PUNJAB,31.34623649300,70.94417700200
12770,DISPENSARY,MEDICAL FACILITIES,GOVERNMENT,GOVT. RURAL DISPENSARY CHAK NO.70/ML,KAROR LAL ESAN,LAYYAH,PUNJAB,31.33855977900,71.17101865700
12771,DISPENSARY,MEDICAL FACILITIES,GOVERNMENT,GOVT. RURAL DISPENSARY FATEHPUR,KAROR LAL ESAN,LAYYAH,PUNJAB,31.17149644800,71.22595030800
12772,DISPENSARY,MEDICAL FACILITIES,GOVERNMENT,GOVT. RURAL DISPENSARY PEER CHATTAR SHARIF,KAROR LAL ESAN,LAYYAH,PUNJAB,31.24164281400,71.23994399500
