UID,Category,Sub_Cat,Gov_Pvt,Facility,Admin 3,Admin 2,Admin 1,Latitude,Longitude,Facility Type
9203-fac2,Basic Health Unit,Bhu,Government,Sehjoke,Daska,Sialkot,Punjab,32.400825,74.362098,Bhu
9204-fac2,Basic Health Unit,Bhu,Government,Malo Mahi,Daska,Sialkot,Punjab,32.302282,74.46946,Bhu
9205-fac2,General Hospitals,Medical Facilities,Government,Govt. Civil Hospital,Pasrur,Sialkot,Punjab,32.263774,74.654347,x
9219-fac2,Rural Health Center,Rhc,Government,Chawinda,Pasrur,Sialkot,Punjab,32.34265285,74.70533468,Rhc
9220-fac2,Basic Health Unit,Bhu,Government,Badiana,Pasrur,Sialkot,Punjab,32.37467092,74.61788577,Bhu
9221-fac2,Basic Health Unit,Bhu,Government,Ballagan,Pasrur,Sialkot,Punjab,32.27875036,74.69787227,Bhu
9222-fac2,Basic Health Unit,Bhu,Government,Beni Sulehrian,Pasrur,Sialkot,Punjab,32.46305897,74.84007578,Bhu
9223-fac2,Basic Health Unit,Bhu,Government,Dhulamwala,Pasrur,Sialkot,Punjab,32.40700513,74.72241881,Bhu
9224-fac2,Basic Health Unit,Bhu,Government,Dhulam Kalan,Pasrur,Sialkot,Punjab,32.36942942,74.824728,Bhu
9225-fac2,Basic Health Unit,Bhu,Government,Jahar,Pasrur,Sialkot,Punjab,32.40727971,74.75790246,Bhu
9226-fac2,Basic Health Unit,Bhu,Government,Khananwali,Pasrur,Sialkot,Punjab,32.38485811,74.71178752,Bhu
9227-fac2,Basic Health Unit,Bhu,Government,Khanpur Syedan,Pasrur,Sialkot,Punjab,32.37404994,74.81252092,Bhu
9228-fac2,Basic Health Unit,Bhu,Government,Kotli Saydan,Pasrur,Sialkot,Punjab,32.32023144,74.75394652,Bhu
9229-fac2,Basic Health Unit,Bhu,Government,Kheray,Pasrur,Sialkot,Punjab,32.1730029,74.59421958,Bhu
9230-fac2,Basic Health Unit,Bhu,Government,Kingra,Pasrur,Sialkot,Punjab,32.41252672,74.8485667,Bhu
9231-fac2,Basic Health Unit,Bhu,Government,Pindi Bhago,Pasrur,Sialkot,Punjab,32.42214793,74.82359456,Bhu
9232-fac2,Basic Health Unit,Bhu,Government,Randhawa,Pasrur,Sialkot,Punjab,32.31021092,74.58480204,Bhu
9241-fac2,General Hospitals,Medical Facilities,Government,Govt. Hospital Gadgore,Pasrur,Sialkot,Punjab,32.406122,74.761512,x
9242-fac2,Basic Health Unit,Bhu,Government,Qila Kalarwala,Pasrur,Sialkot,Punjab,32.08850288,74.57472382,Bhu
9245-fac2,General Hospitals,Medical Facilities,Government,Govt. Hospital,Pasrur,Sialkot,Punjab,32.38490413,74.7098324,x
9261-fac2,Basic Health Unit,Bhu,Government,Ban Bajwa,Pasrur,Sialkot,Punjab,32.288005,74.560752,Bhu
9262-fac2,Basic Health Unit,Bhu,Government,Chobara,Pasrur,Sialkot,Punjab,32.411252,74.790571,Bhu
9263-fac2,Basic Health Unit,Bhu,Government,Dodha,Pasrur,Sialkot,Punjab,32.165753,74.690394,Bhu
9264-fac2,Basic Health Unit,Bhu,Government,Chicharwali,Pasrur,Sialkot,Punjab,32.218597,74.588716,Bhu
9265-fac2,Tehsil Headquarter Hospital,Thq,Government,Thq Hospital Pasrur,Pasrur,Sialkot,Punjab,32.26376784,74.65434731,x
9268-fac2,General Hospitals,Medical Facilities,Government,Govt. Hospital Sambrial,Sambrial,Sialkot,Punjab,32.423409,74.400256,x
9271-fac2,Rural Health Center,Rhc,Government,Begowala,Sambrial,Sialkot,Punjab,32.44056974,74.27066216,Rhc
9272-fac2,Basic Health Unit,Bhu,Government,Sahowala,Sambrial,Sialkot,Punjab,32.45531442,74.40866596,Bhu
9273-fac2,Basic Health Unit,Bhu,Government,Kot Dina,Sambrial,Sialkot,Punjab,32.51773253,74.29793518,Bhu
9274-fac2,Basic Health Unit,Bhu,Government,Randhir,Sambrial,Sialkot,Punjab,32.5203565,74.2369915,Bhu
9275-fac2,Basic Health Unit,Bhu,Government,Kotli Khokhran,Sambrial,Sialkot,Punjab,32.4799524,74.26237611,Bhu
9276-fac2,Basic Health Unit,Bhu,Government,Malkhan Wala,Sambrial,Sialkot,Punjab,32.45305759,74.30772253,Bhu
9277-fac2,Basic Health Unit,Bhu,Government,Baddoke Cheema,Sambrial,Sialkot,Punjab,32.4194374,74.39830272,Bhu
9278-fac2,Basic Health Unit,Bhu,Government,Gagger,Sambrial,Sialkot,Punjab,32.57996519,74.37998066,Bhu
9279-fac2,Basic Health Unit,Bhu,Government,Dhanawali,Sambrial,Sialkot,Punjab,32.524568,74.374326,Bhu
9280-fac2,Basic Health Unit,Bhu,Government,Bhopalwala,Sambrial,Sialkot,Punjab,32.428731,74.356685,Bhu
9298-fac2,Tehsil Headquarter Hospital,Thq,Government,Thq Hospital Sambrial,Sambrial,Sialkot,Punjab,32.471981,74.337669,x
9299-fac2,General Hospitals,Medical Facilities,Government,Govt. Sardar Begam Hospital,Sialkot,Sialkot,Punjab,32.492783,74.532596,x
9302-fac2,General Hospitals,Medical Facilities,Government,C.M.H,Sialkot,Sialkot,Punjab,32.516138,74.549624,x
9312-fac2,General Hospitals,Medical Facilities,Government,Govt. Hospital Mehmona Joya,Sialkot,Sialkot,Punjab,32.617472,74.505351,x
9324-fac2,General Hospitals,Medical Facilities,Government,Social Security Hospital Daska,Sialkot,Sialkot,Punjab,32.466001,74.513288,x
9441-fac2,Rural Health Center,Rhc,Government,Kotli Lharan,Sialkot,Sialkot,Punjab,32.5888626,74.49879335,Rhc
9442-fac2,Basic Health Unit,Bhu,Government,Bhadal,Sialkot,Sialkot,Punjab,32.44587712,74.51382108,Bhu
9443-fac2,Basic Health Unit,Bhu,Government,Chauni Sulehrian,Sialkot,Sialkot,Punjab,32.44106145,74.55748443,Bhu
9444-fac2,Basic Health Unit,Bhu,Government,Dalowali,Sialkot,Sialkot,Punjab,32.52591263,74.60631758,Bhu
9445-fac2,Basic Health Unit,Bhu,Government,Gondal,Sialkot,Sialkot,Punjab,32.6579919,74.5410335,Bhu
9446-fac2,Basic Health Unit,Bhu,Government,Jaurian Kalan,Sialkot,Sialkot,Punjab,32.51128791,74.44172413,Bhu
9447-fac2,Basic Health Unit,Bhu,Government,Jodhewali,Sialkot,Sialkot,Punjab,32.46886903,74.57358772,Bhu
9448-fac2,Basic Health Unit,Bhu,Government,Kotli Said Amir,Sialkot,Sialkot,Punjab,32.59020972,74.58613055,Bhu
9449-fac2,Basic Health Unit,Bhu,Government,Lodhrey,Sialkot,Sialkot,Punjab,32.46723302,74.46646589,Bhu
9450-fac2,Basic Health Unit,Bhu,Government,Looni,Sialkot,Sialkot,Punjab,32.80468649,74.66593406,Bhu
9451-fac2,Basic Health Unit,Bhu,Government,Malagar Pur,Sialkot,Sialkot,Punjab,32.62060043,74.6107829,Bhu
9452-fac2,Basic Health Unit,Bhu,Government,Marakiwal,Sialkot,Sialkot,Punjab,32.57327256,74.54775776,Bhu
9453-fac2,Basic Health Unit,Bhu,Government,Partan Wali,Sialkot,Sialkot,Punjab,32.38955709,74.53600435,Bhu
9454-fac2,Basic Health Unit,Bhu,Government,Pathan Wali,Sialkot,Sialkot,Punjab,32.44393028,74.61011506,Bhu
9455-fac2,Basic Health Unit,Bhu,Government,Pindi Khokhran,Sialkot,Sialkot,Punjab,32.61459463,74.4269983,Bhu
9456-fac2,Basic Health Unit,Bhu,Government,Raja Harpal,Sialkot,Sialkot,Punjab,32.48740312,74.65787661,Bhu
9457-fac2,Basic Health Unit,Bhu,Government,Uggoki,Sialkot,Sialkot,Punjab,32.47678452,74.44871956,Bhu
9458-fac2,Basic Health Unit,Bhu,Government,Vario,Sialkot,Sialkot,Punjab,32.41045266,74.59076459,Bhu
9459-fac2,Basic Health Unit,Bhu,Government,Nandpur,Sialkot,Sialkot,Punjab,32.56636,74.47402,Bhu
9460-fac2,Basic Health Unit,Bhu,Government,Chicherwali,Sialkot,Sialkot,Punjab,32.40980148,74.58393829,Bhu
9461-fac2,Basic Health Unit,Bhu,Government,Mehdi Pur,Sialkot,Sialkot,Punjab,32.58949246,74.62228688,Bhu
9462-fac2,Rural Health Center,Rhc,Government,Kahlian,Sialkot,Sialkot,Punjab,32.73433292,74.62197194,Rhc
9485-fac2,General Hospitals,Medical Facilities,Government,Govt. Khawaja Safdar Hospital,Sialkot,Sialkot,Punjab,32.493909,74.549302,x
9495-fac2,General Hospitals,Medical Facilities,Government,Pakistan Railway Hospital,Sialkot,Sialkot,Punjab,32.498086,74.542387,x
9621-fac2,District Headquarter Hospital,Dhq,Government,Dhq Sialkot,Sialkot,Sialkot,Punjab,32.50493651,74.54822937,x
9622-fac2,Basic Health Unit,Bhu,Government,Sadar Bazar,Sialkot,Sialkot,Punjab,32.5146165,74.55542477,Bhu
9624-fac2,Basic Health Unit,Bhu,Government,223 Gb,Gojra,Toba Tek Singh,Punjab,31.04905228,72.80207112,Bhu
9625-fac2,Basic Health Unit,Bhu,Government,47 Gb,Gojra,Toba Tek Singh,Punjab,31.11384216,72.77617738,Bhu
9670-fac2,Basic Health Unit,Bhu,Government,Bhu?154?Gb,Gojra,Toba Tek Singh,Punjab,31.0498388,72.73012034,x
9671-fac2,Basic Health Unit,Bhu,Government,Bhu?161?Gb,Gojra,Toba Tek Singh,Punjab,30.99850411,72.7388922,x
9672-fac2,Basic Health Unit,Bhu,Government,Bhu?178?Gb,Gojra,Toba Tek Singh,Punjab,31.05196637,72.7492429,x
9673-fac2,Basic Health Unit,Bhu,Government,Bhu?246?Gb,Gojra,Toba Tek Singh,Punjab,30.97604594,72.74036748,x
9674-fac2,Basic Health Unit,Bhu,Government,Bhu?278?Jb,Gojra,Toba Tek Singh,Punjab,31.29030244,72.79670078,x
9675-fac2,Basic Health Unit,Bhu,Government,Bhu?348?Jb,Gojra,Toba Tek Singh,Punjab,31.22400086,72.78345366,x
9676-fac2,Basic Health Unit,Bhu,Government,Bhu?353?Jb,Gojra,Toba Tek Singh,Punjab,31.20717486,72.6329837,x
9677-fac2,Basic Health Unit,Bhu,Government,Bhu?359?Jb,Gojra,Toba Tek Singh,Punjab,31.16760055,72.57910475,x
9678-fac2,Basic Health Unit,Bhu,Government,Bhu?363/Jb,Gojra,Toba Tek Singh,Punjab,31.13157095,72.73240078,x
9679-fac2,Basic Health Unit,Bhu,Government,Bhu?369?Jb,Gojra,Toba Tek Singh,Punjab,31.11131729,72.72669128,x
9680-fac2,Basic Health Unit,Bhu,Government,Bhu?411/Jb,Gojra,Toba Tek Singh,Punjab,31.2059644,72.67376733,x
9681-fac2,Basic Health Unit,Bhu,Government,Bhu?414?Jb,Gojra,Toba Tek Singh,Punjab,31.17630308,72.70371296,x
9682-fac2,Basic Health Unit,Bhu,Government,Bhu?418?Jb,Gojra,Toba Tek Singh,Punjab,31.22349503,72.55763293,x
9683-fac2,Basic Health Unit,Bhu,Government,Bhu?423-Jb,Gojra,Toba Tek Singh,Punjab,31.1947864,72.57264855,x
9684-fac2,Basic Health Unit,Bhu,Government,Bhu?424?Jb,Gojra,Toba Tek Singh,Punjab,31.14694442,72.57012411,x
9685-fac2,Basic Health Unit,Bhu,Government,Bhu?430?Jb?Gojratts,Gojra,Toba Tek Singh,Punjab,31.17208334,72.51740441,x
9686-fac2,Basic Health Unit,Bhu,Government,Bhu?90?/?Jb,Gojra,Toba Tek Singh,Punjab,31.27732583,72.82372839,x
9687-fac2,Basic Health Unit,Bhu,Government,Bhu?92/Jb,Gojra,Toba Tek Singh,Punjab,31.26166645,72.81710643,x
9688-fac2,Basic Health Unit,Bhu,Government,Bhu?95/Jb?Ghani,Gojra,Toba Tek Singh,Punjab,31.2355053,72.79250846,x
9689-fac2,Rural Health Center,Rhc,Government,Rhc?Nia?Lahore,Gojra,Toba Tek Singh,Punjab,31.26197493,72.80112942,x
9690-fac2,Tehsil Headquarter Hospital,Thq,Government,Thq Hospital Gojra,Gojra,Toba Tek Singh,Punjab,31.15617521,72.66614675,x
9704-fac2,Basic Health Unit,Bhu,Government,Kot Pathana,Kamalia,Toba Tek Singh,Punjab,30.63192883,72.52982166,Bhu
9730-fac2,Basic Health Unit,Bhu,Government,Bhu?695/37?G.B,Kamalia,Toba Tek Singh,Punjab,30.69392179,72.24395318,x
9731-fac2,Basic Health Unit,Bhu,Government,Bhu?706?Gb,Kamalia,Toba Tek Singh,Punjab,30.72263351,72.54709154,x
9732-fac2,Basic Health Unit,Bhu,Government,Bhu?712/Gb,Kamalia,Toba Tek Singh,Punjab,30.68451631,72.661248,x
9733-fac2,Basic Health Unit,Bhu,Government,Bhu?714?Gb,Kamalia,Toba Tek Singh,Punjab,30.70928223,72.59472742,x
9734-fac2,Basic Health Unit,Bhu,Government,Bhu?759?Gb?Kamalia,Kamalia,Toba Tek Singh,Punjab,30.64389251,72.33375949,x
9735-fac2,Basic Health Unit,Bhu,Government,Bhu?753?Gb,Kamalia,Toba Tek Singh,Punjab,30.67998197,72.29256669,x
9736-fac2,Basic Health Unit,Bhu,Government,Bhu?Chak?737/Gb,Kamalia,Toba Tek Singh,Punjab,30.6085515,72.68121729,x
9737-fac2,Basic Health Unit,Bhu,Government,Bhu?Chak?No.?672/13?Gb,Kamalia,Toba Tek Singh,Punjab,30.71805285,72.42852936,x
9738-fac2,Basic Health Unit,Bhu,Government,Bhu?Chak?No.?718?Gb,Kamalia,Toba Tek Singh,Punjab,30.68617903,72.49432371,x
9739-fac2,Basic Health Unit,Bhu,Government,Bhu?Chak?No.?749/G.B,Kamalia,Toba Tek Singh,Punjab,30.63679226,72.41627496,x
9740-fac2,Basic Health Unit,Bhu,Government,Bhu?Jusa,Kamalia,Toba Tek Singh,Punjab,30.57258971,72.17014025,x
9741-fac2,Basic Health Unit,Bhu,Government,Bhu?Ravi?Khokhar,Kamalia,Toba Tek Singh,Punjab,30.70811442,72.74862862,x
9742-fac2,Basic Health Unit,Bhu,Government,Bhu?Mal?Fatyana,Kamalia,Toba Tek Singh,Punjab,30.68367608,72.7157531,x
9743-fac2,Rural Health Center,Rhc,Government,Rhc?Chak?No.?740?Gb,Kamalia,Toba Tek Singh,Punjab,30.60315182,72.61673547,x
9744-fac2,Rural Health Center,Rhc,Government,Rhc?Pir?Mahal,Kamalia,Toba Tek Singh,Punjab,30.745661,72.43012448,x
9747-fac2,Basic Health Unit,Bhu,Government,Chak No.670/11-Gb,Kamalia,Toba Tek Singh,Punjab,30.73018506,72.46141968,Bhu
9748-fac2,Tehsil Headquarter Hospital,Thq,Government,Thq Hospital Kamalia,Kamalia,Toba Tek Singh,Punjab,30.71176091,72.65405649,x
9752-fac2,Basic Health Unit,Bhu,Government,198 Gb,Toba Tek Singh,Toba Tek Singh,Punjab,30.92391104,72.73384416,Bhu
9753-fac2,Rural Health Center,Rhc,Government,Rhc 193 Gb Murid Wala,Toba Tek Singh,Toba Tek Singh,Punjab,30.85163387,72.72576878,Rhc
9777-fac2,Basic Health Unit,Bhu,Government,Dulam,Toba Tek Singh,Toba Tek Singh,Punjab,31.00728655,72.46255189,Bhu
9830-fac2,Tb,Medical Facilities,Government,Govt. District Tb Clinic,Toba Tek Singh,Toba Tek Singh,Punjab,30.97301803,72.48162965,x
9921-fac2,Basic Health Unit,Bhu,Government,Bhu?149?Gb,Toba Tek Singh,Toba Tek Singh,Punjab,30.9656746,72.5693708,x
9922-fac2,Basic Health Unit,Bhu,Government,Bhu?158Gb,Toba Tek Singh,Toba Tek Singh,Punjab,31.07267512,72.66495154,x
9923-fac2,Basic Health Unit,Bhu,Government,Bhu?189?Gb,Toba Tek Singh,Toba Tek Singh,Punjab,30.77259218,72.71881338,x
9924-fac2,Basic Health Unit,Bhu,Government,Bhu?190?Gb,Toba Tek Singh,Toba Tek Singh,Punjab,30.7922951,72.71897202,x
9925-fac2,Basic Health Unit,Bhu,Government,Bhu?249?Gb,Toba Tek Singh,Toba Tek Singh,Punjab,30.93041141,72.73409578,x
9926-fac2,Basic Health Unit,Bhu,Government,Bhu?262?Gb,Toba Tek Singh,Toba Tek Singh,Punjab,30.82830137,72.60137938,x
9927-fac2,Basic Health Unit,Bhu,Government,Bhu?264?Gb,Toba Tek Singh,Toba Tek Singh,Punjab,30.82168744,72.55855993,x
9928-fac2,Basic Health Unit,Bhu,Government,Bhu?285-Jb,Toba Tek Singh,Toba Tek Singh,Punjab,31.06387976,72.63035006,x
9929-fac2,Basic Health Unit,Bhu,Government,Bhu?289-Jb,Toba Tek Singh,Toba Tek Singh,Punjab,31.00479813,72.64836729,x
9930-fac2,Basic Health Unit,Bhu,Government,Bhu?291-Jb,Toba Tek Singh,Toba Tek Singh,Punjab,30.99989754,72.64222187,x
9931-fac2,Basic Health Unit,Bhu,Government,Bhu?294/Jb,Toba Tek Singh,Toba Tek Singh,Punjab,30.94968402,72.53433262,x
9932-fac2,Basic Health Unit,Bhu,Government,Bhu?299/Gb?T.T.Singh,Toba Tek Singh,Toba Tek Singh,Punjab,30.94562884,72.43525617,x
9933-fac2,Basic Health Unit,Bhu,Government,Bhu?301?Jb,Toba Tek Singh,Toba Tek Singh,Punjab,30.93315381,72.40756679,x
9934-fac2,Basic Health Unit,Bhu,Government,Bhu?304?Jb,Toba Tek Singh,Toba Tek Singh,Punjab,31.11642423,72.64862741,x
9935-fac2,Basic Health Unit,Bhu,Government,Bhu?312?Gb,Toba Tek Singh,Toba Tek Singh,Punjab,30.82861399,72.31565886,x
9936-fac2,Basic Health Unit,Bhu,Government,Bhu?316?Jb,Toba Tek Singh,Toba Tek Singh,Punjab,30.85722703,72.34523359,x
9937-fac2,Basic Health Unit,Bhu,Government,Bhu?319/Gb,Toba Tek Singh,Toba Tek Singh,Punjab,30.78871095,72.44028587,x
9938-fac2,Basic Health Unit,Bhu,Government,Bhu?325-Jb,Toba Tek Singh,Toba Tek Singh,Punjab,31.01074116,72.46454589,x
9939-fac2,Basic Health Unit,Bhu,Government,Bhu?321-Jb,Toba Tek Singh,Toba Tek Singh,Punjab,31.01422397,72.54238374,x
9940-fac2,Basic Health Unit,Bhu,Government,Bhu?333Gb,Toba Tek Singh,Toba Tek Singh,Punjab,30.8027017,72.38896774,x
9941-fac2,Basic Health Unit,Bhu,Government,Bhu?349?Gb,Toba Tek Singh,Toba Tek Singh,Punjab,30.89764047,72.45251367,x
9942-fac2,Basic Health Unit,Bhu,Government,Bhu?361/G-B,Toba Tek Singh,Toba Tek Singh,Punjab,30.84251344,72.60524545,x
9943-fac2,Basic Health Unit,Bhu,Government,Bhu?375-Jb,Toba Tek Singh,Toba Tek Singh,Punjab,31.04178137,72.59962829,x
9944-fac2,Basic Health Unit,Bhu,Government,Bhu?376-Jb,Toba Tek Singh,Toba Tek Singh,Punjab,31.02576972,72.59262646,x
9945-fac2,Basic Health Unit,Bhu,Government,Bhu?438?Jb,Toba Tek Singh,Toba Tek Singh,Punjab,31.07272159,72.5374452,x
9946-fac2,Basic Health Unit,Bhu,Government,Bhu?517/Gb,Toba Tek Singh,Toba Tek Singh,Punjab,30.87485306,72.49728879,x
9947-fac2,Basic Health Unit,Bhu,Government,Bhu?Chak?345?Gb,Toba Tek Singh,Toba Tek Singh,Punjab,30.88520489,72.38882295,x
9948-fac2,Basic Health Unit,Bhu,Government,Bhu?Chak?No.?258?Gb,Toba Tek Singh,Toba Tek Singh,Punjab,30.86504427,72.64350121,x
9949-fac2,Rural Health Center,Rhc,Government,Rhc?394?Jb?Jaja,Toba Tek Singh,Toba Tek Singh,Punjab,30.9707074,72.41507095,x
9950-fac2,Rural Health Center,Rhc,Government,Rhc?Rajana,Toba Tek Singh,Toba Tek Singh,Punjab,30.81708009,72.57569928,x
9954-fac2,General Hospitals,Medical Facilities,Government,Govt. Hospital,Toba Tek Singh,Toba Tek Singh,Punjab,30.96687078,72.687439,x
9956-fac2,Basic Health Unit,Bhu,Government,Bhu,Toba Tek Singh,Toba Tek Singh,Punjab,30.95730682,72.73470635,x
9962-fac2,District Headquarter Hospital,Dhq,Government,Dhq T. T Singh,Toba Tek Singh,Toba Tek Singh,Punjab,30.95217008,72.49452204,x
9963-fac2,Rural Health Center,Rhc,Government,Chak No.316/Gb,Toba Tek Singh,Toba Tek Singh,Punjab,30.86067708,72.34394546,Rhc
9964-fac2,Basic Health Unit,Bhu,Government,Chak No.333/Gb,Toba Tek Singh,Toba Tek Singh,Punjab,30.7960988,72.39088523,Bhu
9965-fac2,Tehsil Headquarter Hospital,Thq,Government,Thq Hospital Toba Tek Singh,Toba Tek Singh,Toba Tek Singh,Punjab,30.76954393,72.43363806,x
9966-fac2,Basic Health Unit,Bhu,Government,Vehari,Burewala,Vehari,Punjab,30.19392547,72.7948569,Bhu
9967-fac2,Basic Health Unit,Bhu,Government,Chak No.257/Eb,Burewala,Vehari,Punjab,30.16222941,72.75908847,Bhu
9968-fac2,Basic Health Unit,Bhu,Government,Chak No.287/Eb,Burewala,Vehari,Punjab,30.1333708,72.81368126,Bhu
9969-fac2,Tehsil Headquarter Hospital,Thq,Government,Thq Hospital Burewala,Burewala,Vehari,Punjab,30.16676003,72.68291163,x
9970-fac2,Basic Health Unit,Bhu,Government,Safeer Nagar,Mailsi,Vehari,Punjab,29.855315,72.090013,Bhu
9971-fac2,Basic Health Unit,Bhu,Government,Sargana,Mailsi,Vehari,Punjab,29.960439,72.073238,Bhu
9972-fac2,Basic Health Unit,Bhu,Government,Karampur,Mailsi,Vehari,Punjab,29.902378,72.351659,Bhu
9973-fac2,Basic Health Unit,Bhu,Government,Chak No.88/Wb,Mailsi,Vehari,Punjab,30.04532608,72.0622478,Bhu
9974-fac2,Basic Health Unit,Bhu,Government,Chak No. 90/12-L,Vehari,Vehari,Punjab,30.20098324,72.32377535,Bhu
9975-fac2,Rural Health Center,Rhc,Government,Karampur,Vehari,Vehari,Punjab,29.90106,72.359434,Rhc
9976-fac2,Rural Health Center,Rhc,Government,Danewal,Vehari,Vehari,Punjab,30.049971,72.366463,Rhc
9977-fac2,District Headquarter Hospital,Dhq,Government,Dhq Vehari,Vehari,Vehari,Punjab,30.0405315,72.36128065,x
9985-fac2,General Hospitals,Medical Facilities,Government,Krl Hospital,Islamabad,Islamabad,Federal Capital Territory,33.678009,73.031488,x
9986-fac2,General Hospitals,Medical Facilities,Government,Federal Govt. Services Hospital,Islamabad,Islamabad,Federal Capital Territory,33.721182,73.082769,x
9987-fac2,General Hospitals,Medical Facilities,Government,Paec General Hospital,Islamabad,Islamabad,Federal Capital Territory,33.652216,73.015807,x
9991-fac2,General Hospitals,Medical Facilities,Government,Paf Hospital,Islamabad,Islamabad,Federal Capital Territory,33.715528,73.017282,x
9994-fac2,General Hospitals,Medical Facilities,Government,Cda Hospital,Islamabad,Islamabad,Federal Capital Territory,33.716625,73.07991,x
9998-fac2,General Hospitals,Medical Facilities,Government,Govt. Hospital,Islamabad,Islamabad,Federal Capital Territory,33.646957,73.161429,x
10001-fac2,General Hospitals,Medical Facilities,Government,Islamabad Medical Complex,Islamabad,Islamabad,Federal Capital Territory,33.649324,73.017126,x
10005-fac2,General Hospitals,Medical Facilities,Government,Pns Hafeez - Naval Hospital,Islamabad,Islamabad,Federal Capital Territory,33.719812,73.03444,x
10007-fac2,General Hospitals,Medical Facilities,Government,Pims Hospital,Islamabad,Islamabad,Federal Capital Territory,33.70189287,73.05380185,x
10013-fac2,Ambulance Service,Medical Services,Government,Capital Ambulance And Emergency Services,Islamabad,Islamabad,Federal Capital Territory,33.6982879,73.01130783,x
10020-fac2,General Hospitals,Medical Facilities,Government,Ogdcl Hospital,Islamabad,Islamabad,Federal Capital Territory,33.71265327,73.03779673,x
10026-fac2,General Hospitals,Medical Facilities,Government,Punjab Social Security Medical Centre,Islamabad,Islamabad,Federal Capital Territory,33.648845,73.040828,x
10029-fac2,General Hospitals,Medical Facilities,Government,Nescom Hospital,Islamabad,Islamabad,Federal Capital Territory,33.64943,73.01726,x
10033-fac2,General Hospitals,Medical Facilities,Government,Noori Hospital,Islamabad,Islamabad,Federal Capital Territory,33.69953,73.05353,x
10038-fac2,General Hospitals,Medical Facilities,Government,Social Security Hospital,Islamabad,Islamabad,Federal Capital Territory,33.64879705,73.04060911,x
10260-fac2,Dispensary,Medical Facilities,Government,Postal Dispensary,Islamabad,Islamabad,Federal Capital Territory,33.693119,73.056956,x
10309-fac2,Dispensary,Medical Facilities,Government,Cda Dispensary,Islamabad,Islamabad,Federal Capital Territory,33.65718653,73.06963386,x
10319-fac2,General Hospitals,Medical Facilities,Government,Rawal Hospital Of Medical Science,Islamabad,Islamabad,Federal Capital Territory,33.63238648,73.12234054,x
10320-fac2,Dispensary,Medical Facilities,Government,Federal Govt. Dispensary,Islamabad,Islamabad,Federal Capital Territory,33.73727427,73.09328752,x
10321-fac2,Dispensary,Medical Facilities,Government,Federal Govt. Dispensary,Islamabad,Islamabad,Federal Capital Territory,33.74349407,73.08860763,x
10326-fac2,Dispensary,Medical Facilities,Government,Federal Govt. Dispensary,Islamabad,Islamabad,Federal Capital Territory,33.7094209,73.08407755,x
10327-fac2,Dispensary,Medical Facilities,Government,Federal Govt. Dispensary,Islamabad,Islamabad,Federal Capital Territory,33.70996436,73.08541335,x
10330-fac2,Dispensary,Medical Facilities,Government,Federal Govt. Dispensary,Islamabad,Islamabad,Federal Capital Territory,33.69254342,73.02690971,x
10368-fac2,Dispensary,Medical Facilities,Government,Federal Govt. Dispensary,Islamabad,Islamabad,Federal Capital Territory,33.71861114,73.10214377,x
10370-fac2,Basic Health Unit,Bhu,Government,Pind Bagwal,Islamabad,Islamabad,Federal Capital Territory,33.70469772,73.25175231,Bhu
10372-fac2,General Hospitals,Medical Facilities,Government,Federal Govt. Hospital,Islamabad,Islamabad,Federal Capital Territory,33.68706585,73.13995769,x
10373-fac2,Dispensary,Medical Facilities,Government,Federal Govt. Dispensary,Islamabad,Islamabad,Federal Capital Territory,33.6698613,73.05453422,x
10374-fac2,Dispensary,Medical Facilities,Government,Federal Govt. Dispensary,Islamabad,Islamabad,Federal Capital Territory,33.67033113,73.01671084,x
10375-fac2,Dispensary,Medical Facilities,Government,Federal Govt. Dispensary,Islamabad,Islamabad,Federal Capital Territory,33.68368211,73.01359114,x
10379-fac2,Dispensary,Medical Facilities,Government,Federal Govt. Dispensary,Islamabad,Islamabad,Federal Capital Territory,33.70364083,73.06092585,x
10380-fac2,Dispensary,Medical Facilities,Government,Federal Govt. Dispensary,Islamabad,Islamabad,Federal Capital Territory,33.70059869,73.07130534,x
10381-fac2,Dispensary,Medical Facilities,Government,Federal Govt. Dispensary,Islamabad,Islamabad,Federal Capital Territory,33.7001536,73.07021023,x
10382-fac2,Dispensary,Medical Facilities,Government,Federal Govt. Dispensary,Islamabad,Islamabad,Federal Capital Territory,33.69232594,73.05965271,x
10387-fac2,General Hospitals,Medical Facilities,Government,Capital Emergency Medical Service,Islamabad,Islamabad,Federal Capital Territory,33.67817505,73.01670869,x
10388-fac2,Dispensary,Medical Facilities,Government,Cda Dispensary,Islamabad,Islamabad,Federal Capital Territory,33.64323627,73.04170069,x
10390-fac2,Dispensary,Medical Facilities,Government,Federal Govt. Dispensary,Islamabad,Islamabad,Federal Capital Territory,33.66127249,73.06800362,x
10435-fac2,General Hospitals,Medical Facilities,Government,Ztbl Medical Centre,Islamabad,Islamabad,Federal Capital Territory,33.70627,73.05758,x
10469-fac2,Dispensary,Medical Facilities,Government,Federal Govt. Dispensary,Islamabad,Islamabad,Federal Capital Territory,33.7143933,73.10039172,x
10470-fac2,Rural Health Center,Rhc,Government,Tarlai,Islamabad,Islamabad,Federal Capital Territory,33.64672266,73.16117261,Rhc
10474-fac2,General Hospitals,Medical Facilities,Government,Pinstech Complex Hospital,Islamabad,Islamabad,Federal Capital Territory,33.65754084,73.26614584,x
