Health Level,Admin 1,Admin 2,Level,Facility,UID,Facility Type,Link,Match,Latitude,Longitude
Health Facility,Punjab,Bahawalnagar,4,H0spital,4922-inv,Thq,5068-fac2,Ahq Hospital,29.73414,73.218206
Health Facility,Punjab,Bahawalnagar,4,Minchanabad,4929-inv,Thq,5193-fac2,Minchinabad,30.16248872,73.56010851
Health Facility,Punjab,Bahawalnagar,4,Vaccine Store Haroonabad,4930-inv,x,0-x,District,29.5802,73.1154
District,Punjab,Bahawalnagar,3,Bahwlnagar,4934-inv,District Store,5082-fac2,Bahawalnagar,30.00887583,73.25691665
Health Facility,Punjab,Chakwal,4,63Db,4956-inv,x,5435-fac2,Dab,32.90192347,72.88618473
Health Facility,Punjab,Chakwal,4,Baranga,4958-inv,x,5581-fac2,Kot Sarang,33.03264595,72.38781693
Health Facility,Punjab,Chakwal,4,Barkat Wala,4959-inv,x,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Basti Mai Roshan,4960-inv,x,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Behal,4961-inv,x,20186-fac2,Buchal Kalan,32.68110661,72.62748425
Health Facility,Punjab,Chakwal,4,67,4963-inv,Chak,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,73 Ml,4965-inv,Chak,5440-fac2,Mulhal Mughlan,33.0020725,73.15005678
Health Facility,Punjab,Chakwal,4,No 9 Da,4966-inv,Chak,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Chuni Shumali,4967-inv,x,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Dagar Rohtas,4968-inv,x,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Daggar Kotli,4969-inv,x,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Daggar Qureshi,4970-inv,x,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Dhandla,4971-inv,x,5586-fac2,Dharmond,32.94680991,72.16778111
Health Facility,Punjab,Chakwal,4,Dingana,4972-inv,x,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Dulewala,4973-inv,x,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Fazal,4975-inv,x,5577-fac2,Pirah Fatehal,32.8653999,72.3238764
Health Facility,Punjab,Chakwal,4,Gohar Wala,4976-inv,x,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Haitoo,4978-inv,x,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Hassan Shah,4979-inv,x,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Hassan Wala,4980-inv,x,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Hyderabad,4981-inv,x,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Jandanwala,4983-inv,x,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Jehanwala,4985-inv,x,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Jhammat Shumali,4986-inv,x,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Kaloor Kot,4987-inv,x,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Karlu Wala,4989-inv,x,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Khansar,4990-inv,x,20165-fac2,Khan Pur,32.91301881,73.06799126
Health Facility,Punjab,Chakwal,4,Kohavad Kalan,4991-inv,x,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Kolta Jam,4992-inv,x,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Litten,4994-inv,x,20151-fac2,Civil Veterinary Hospital,32.93444562,72.8638341
Health Facility,Punjab,Chakwal,4,Mahnay Wala,4996-inv,x,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Mahni,4997-inv,x,5410-fac2,Mother And Child Hospital,32.942911,72.858333
Health Facility,Punjab,Chakwal,4,Malana Daggar,4998-inv,x,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Mankara,4999-inv,x,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Mankera,5001-inv,x,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Mebal,5002-inv,x,5410-fac2,Mother And Child Hospital,32.942911,72.858333
Health Facility,Punjab,Chakwal,4,Mullanwali,5003-inv,x,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Muslim Kot,5004-inv,x,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Noora,5006-inv,x,5493-fac2,Noorpur,32.66394948,72.58904222
Health Facility,Punjab,Chakwal,4,Notak,5007-inv,x,20151-fac2,Civil Veterinary Hospital,32.93444562,72.8638341
Health Facility,Punjab,Chakwal,4,Pir Ashab,5008-inv,x,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Punjgirain,5009-inv,x,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Saeed Wala,5010-inv,x,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Saraey Mohajir,5011-inv,x,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Shaheedan,5013-inv,x,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Sial,5015-inv,x,5420-fac2,Siraal,33.09402956,72.92114102
Health Facility,Punjab,Chakwal,4,Uran Kallor Kot,5016-inv,x,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Yousaf Shah,5018-inv,x,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Badshahpur,5020-inv,Bhu,5468-fac2,Badshahpur,32.71065032,72.86260081
Health Facility,Punjab,Chakwal,4,Basharat,5021-inv,Bhu,5473-fac2,Basharat,32.782922,73.094305
Health Facility,Punjab,Chakwal,4,Bheen,5022-inv,Bhu,5422-fac2,Bheen,32.9872663,73.01857969
Health Facility,Punjab,Chakwal,4,Bher Pur,5023-inv,Bhu,20182-fac2,Lehr Sultan Pur,32.74000812,73.05494391
Health Facility,Punjab,Chakwal,4,Bhillomar,5024-inv,Bhu,5575-fac2,Bhilumar,32.72780442,72.43719197
Health Facility,Punjab,Chakwal,4,Bhoun,5025-inv,Bhu,5444-fac2,Chak Bhoun,32.993931,72.673799
Health Facility,Punjab,Chakwal,4,Budhial,5026-inv,Bhu,5552-fac2,Budhial,32.99755974,72.18521373
Health Facility,Punjab,Chakwal,4,Chakral,5027-inv,Bhu,20167-fac2,Chakral,32.9215995,72.939059
Health Facility,Punjab,Chakwal,4,Chakumra,5028-inv,Bhu,5421-fac2,Chakumra,33.0017691,72.93947124
Health Facility,Punjab,Chakwal,4,Chingi,5029-inv,Bhu,5573-fac2,Chingi,32.7065859,72.36380072
Health Facility,Punjab,Chakwal,4,Dab,5030-inv,Bhu,5435-fac2,Dab,32.90192347,72.88618473
Health Facility,Punjab,Chakwal,4,Dharabi,5031-inv,Bhu,5578-fac2,Dharabi,32.94276169,72.5300357
Health Facility,Punjab,Chakwal,4,Dhermand,5032-inv,Bhu,5586-fac2,Dharmond,32.94680991,72.16778111
Health Facility,Punjab,Chakwal,4,Dhoke Musahab,5033-inv,Bhu,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Dhoular,5034-inv,Bhu,5589-fac2,Dholar,33.04265767,72.30500161
Health Facility,Punjab,Chakwal,4,Dhurnal,5035-inv,Bhu,5574-fac2,Dhurnal,32.80987993,72.10436145
Health Facility,Punjab,Chakwal,4,Dohleham,5036-inv,Bhu,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Dullah C16,5037-inv,Bhu,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Dulmial,5038-inv,Bhu,5469-fac2,Dulmial,32.73776869,72.92372031
Health Facility,Punjab,Chakwal,4,Jamalwal,5039-inv,Bhu,20170-fac2,Jamalwal,33.06782999,72.79347272
Health Facility,Punjab,Chakwal,4,Jand Awan,5040-inv,Bhu,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Jasial,5041-inv,Bhu,5580-fac2,Jasial,32.99627478,72.3906104
Health Facility,Punjab,Chakwal,4,Kahut,5043-inv,Bhu,5494-fac2,Kahut,32.73242875,72.61653477
Health Facility,Punjab,Chakwal,4,Kallar Kahar,5044-inv,Bhu,5495-fac2,Kalar Kahr,32.7832908,72.7031932
Health Facility,Punjab,Chakwal,4,Kariyalla,5046-inv,Bhu,5434-fac2,Kariala,32.84020272,72.88031753
Health Facility,Punjab,Chakwal,4,Karsal,5047-inv,Bhu,20172-fac2,Karsal,33.00329416,72.58529748
Health Facility,Punjab,Chakwal,4,Kher Pur,5048-inv,Bhu,20165-fac2,Khan Pur,32.91301881,73.06799126
Health Facility,Punjab,Chakwal,4,Kot Gullah,5049-inv,Bhu,5582-fac2,Kot Gullah,32.96087759,71.91180212
Health Facility,Punjab,Chakwal,4,Kot Sarang,5050-inv,Bhu,5581-fac2,Kot Sarang,33.03264595,72.38781693
Health Facility,Punjab,Chakwal,4,Lehr Sultan Pur,5051-inv,Bhu,20182-fac2,Lehr Sultan Pur,32.74000812,73.05494391
Health Facility,Punjab,Chakwal,4,Leti,5052-inv,Bhu,20151-fac2,Civil Veterinary Hospital,32.93444562,72.8638341
Health Facility,Punjab,Chakwal,4,Maigan,5053-inv,Bhu,5428-fac2,Mangan,32.96498963,72.74756448
Health Facility,Punjab,Chakwal,4,Mangwal,5054-inv,Bhu,5392-fac2,Mangwal,33.110649,72.829099
Health Facility,Punjab,Chakwal,4,Minwal03,5055-inv,Bhu,5429-fac2,Minwal,33.04841491,72.85380949
Health Facility,Punjab,Chakwal,4,Mulhal Mughlan,5056-inv,Bhu,5440-fac2,Mulhal Mughlan,33.0020725,73.15005678
Health Facility,Punjab,Chakwal,4,Multan Khurd,5057-inv,Bhu,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Munara,5058-inv,Bhu,5572-fac2,Thoya Muharram Khan,32.76190231,72.28843786
Health Facility,Punjab,Chakwal,4,Mureed,5059-inv,Bhu,5394-fac2,Murid,32.899098,72.755802
Health Facility,Punjab,Chakwal,4,Nachindi,5060-inv,Bhu,5439-fac2,Nachindi,32.94905415,73.14931185
Health Facility,Punjab,Chakwal,4,Nakka Kahoot,5061-inv,Bhu,5532-fac2,Nakka Kahot,32.938337,72.470493
Health Facility,Punjab,Chakwal,4,Neela,5062-inv,Bhu,5418-fac2,Neela,33.16902227,72.61120965
Health Facility,Punjab,Chakwal,4,Padshan,5064-inv,Bhu,5423-fac2,Padshahaan,33.00914966,73.04126238
Health Facility,Punjab,Chakwal,4,Patwali,5065-inv,Bhu,5588-fac2,Patwali,33.04872113,72.18079771
Health Facility,Punjab,Chakwal,4,Pichnanad,5066-inv,Bhu,5571-fac2,Pichand,32.88827384,71.99217242
Health Facility,Punjab,Chakwal,4,Pira Phatial,5067-inv,Bhu,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Ratoocha,5068-inv,Bhu,5472-fac2,Ratocha,32.71696059,73.01070784
Health Facility,Punjab,Chakwal,4,Roopwal,5069-inv,Bhu,5416-fac2,Roopwal,33.04703665,72.52841888
Health Facility,Punjab,Chakwal,4,Saigalabad,5070-inv,Bhu,5436-fac2,Sghalabad,32.89157302,72.99885896
Health Facility,Punjab,Chakwal,4,Saral,5071-inv,Bhu,5492-fac2,Sar Kalan,32.64389467,72.64380282
Health Facility,Punjab,Chakwal,4,Sardhi,5072-inv,Bhu,5498-fac2,Sardahi,32.6878091,72.71928965
Health Facility,Punjab,Chakwal,4,Sarkalan,5073-inv,Bhu,20187-fac2,Sarkalan,32.64711804,72.6431698
Health Facility,Punjab,Chakwal,4,Shahpur Sayedan,5074-inv,Bhu,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Sohawa,5075-inv,Bhu,5431-fac2,Sohadewale,32.84284199,72.99914851
Health Facility,Punjab,Chakwal,4,Sukka,5076-inv,Bhu,5584-fac2,Sukka,32.87093511,72.04201363
Health Facility,Punjab,Chakwal,4,Tehi,5077-inv,Bhu,5579-fac2,Tehi,32.96318939,72.40993669
Health Facility,Punjab,Chakwal,4,Thoa Mehramkhan,5078-inv,Bhu,5572-fac2,Thoya Muharram Khan,32.76190231,72.28843786
Health Facility,Punjab,Chakwal,4,Wanhar,5079-inv,Bhu,5576-fac2,Wanhar,32.89265032,72.17780268
Health Facility,Punjab,Chakwal,4,Warwal,5081-inv,Bhu,5417-fac2,Warwaal,33.13942236,72.52137876
Health Facility,Punjab,Chakwal,4,Ddho Talagang,5082-inv,x,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Ddoh Kallar Kahar,5097-inv,x,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Chakwal,5098-inv,Dhq,5443-fac2,Chakwal,32.931492,72.863168
Health Facility,Punjab,Chakwal,4,Govt City Hosp Talagang,5102-inv,x,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Grd Gaziabad,5103-inv,x,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Khokharzer,5104-inv,x,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Balkassar,5105-inv,Rhc,5427-fac2,Balksar,32.96590141,72.68770133
Health Facility,Punjab,Chakwal,4,Buchal Kallan,5107-inv,Rhc,20186-fac2,Buchal Kalan,32.68110661,72.62748425
Health Facility,Punjab,Chakwal,4,Dhudial,5109-inv,Rhc,5442-fac2,Dhudial,33.06639624,72.967096
Health Facility,Punjab,Chakwal,4,Dhumman,5111-inv,Rhc,5438-fac2,Dhuman,32.92709963,73.07862089
Health Facility,Punjab,Chakwal,4,Jhatla,5114-inv,Rhc,5430-fac2,Jhatala,32.81341058,72.9752466
Health Facility,Punjab,Chakwal,4,Kot Qazi,5118-inv,Rhc,5570-fac2,Kot Qazi,32.82313763,72.00898362
Health Facility,Punjab,Chakwal,4,Lawa,5119-inv,Rhc,5544-fac2,Lawa,32.69583664,71.94578511
Health Facility,Punjab,Chakwal,4,Munday,5124-inv,Rhc,5437-fac2,Jundyal Fa,32.88866396,73.09688572
Health Facility,Punjab,Chakwal,4,Peer Phulai,5126-inv,Rhc,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Tamman,5128-inv,Rhc,5587-fac2,Tamman,33.00478549,72.10932048
Health Facility,Punjab,Chakwal,4,Choa Saiden Shah City,5130-inv,Thq,0-x,District,32.88115,72.5151
Health Facility,Punjab,Chakwal,4,Talagang,5132-inv,Thq,11200-fac2,Talagang Road,32.788328,72.699403
District,Punjab,Chakwal,3,Chakwal,5133-inv,District Store,5443-fac2,Chakwal,32.931492,72.863168
Health Facility,Punjab,Chiniot,4,126 Jb,5192-inv,x,5614-fac2,102/Jb,31.65703348,73.09878358
Health Facility,Punjab,Chiniot,4,134 Jb,5193-inv,x,20231-fac2,Chack No 148 Jb,31.53614948,72.91429783
Health Facility,Punjab,Chiniot,4,148 Jb,5194-inv,x,20231-fac2,Chack No 148 Jb,31.53614948,72.91429783
Health Facility,Punjab,Chiniot,4,153 Jb,5195-inv,x,20233-fac2,Chak No 153/Jb,31.55657841,72.87623195
Health Facility,Punjab,Chiniot,4,157 Jb,5196-inv,x,5600-fac2,273 Jb,31.39632096,72.81220245
Health Facility,Punjab,Chiniot,4,200 Jb Nasrana,5198-inv,x,20215-fac2,Chak No 200/Jb Nasrana,31.41949887,72.79946209
Health Facility,Punjab,Chiniot,4,203 Jb,5199-inv,x,5600-fac2,273 Jb,31.39632096,72.81220245
Health Facility,Punjab,Chiniot,4,205 Jb,5200-inv,x,20216-fac2,Chak No 205/Jb,31.45391661,72.80267513
Health Facility,Punjab,Chiniot,4,221 Jb,5201-inv,x,20209-fac2,Chak No 221 Jb Dugra,31.50781608,72.69983746
Health Facility,Punjab,Chiniot,4,237 Jb,5203-inv,x,5600-fac2,273 Jb,31.39632096,72.81220245
Health Facility,Punjab,Chiniot,4,241 Mangoana,5204-inv,x,0-x,District,31.66925,72.8329
Health Facility,Punjab,Chiniot,4,245 Jb,5205-inv,x,5600-fac2,273 Jb,31.39632096,72.81220245
Health Facility,Punjab,Chiniot,4,Ahmad Nagar,5208-inv,x,20255-fac2,Ahmed Nagar,31.7869937,72.89384567
Health Facility,Punjab,Chiniot,4,Anayat Pur,5210-inv,x,20249-fac2,Inayat Pur,31.63245721,72.48308206
Health Facility,Punjab,Chiniot,4,Bahiwal,5211-inv,x,20248-fac2,Bahi Wal,31.88557185,73.01296099
Health Facility,Punjab,Chiniot,4,Barana,5212-inv,x,20257-fac2,Bharana,31.75433498,72.63232682
Health Facility,Punjab,Chiniot,4,Chanab Nagar,5213-inv,x,0-x,District,31.66925,72.8329
Health Facility,Punjab,Chiniot,4,Hast Khewa,5217-inv,x,0-x,District,31.66925,72.8329
Health Facility,Punjab,Chiniot,4,Hersa Sheikh,5218-inv,x,20230-fac2,Harsa Sheik,31.79232651,73.12788313
Health Facility,Punjab,Chiniot,4,Idlana,5219-inv,x,20213-fac2,Adlana,31.5843982,72.77807715
Health Facility,Punjab,Chiniot,4,Jabana,5222-inv,x,20256-fac2,Jabbana,31.78113371,72.82213389
Health Facility,Punjab,Chiniot,4,Jamia Muhamdi Sharif,5223-inv,x,0-x,District,31.66925,72.8329
Health Facility,Punjab,Chiniot,4,Jb 14,5225-inv,x,20227-fac2,Chack No 14/Jb,31.72656056,73.11056673
Health Facility,Punjab,Chiniot,4,Jb 225 Chuchkana,5227-inv,x,0-x,District,31.66925,72.8329
Health Facility,Punjab,Chiniot,4,Kalri,5228-inv,x,20251-fac2,Kalari,31.65223397,72.54606677
Health Facility,Punjab,Chiniot,4,Kandiwal,5229-inv,x,20245-fac2,Kandiwal,31.91231223,72.94336615
Health Facility,Punjab,Chiniot,4,Kavenwala,5230-inv,x,20254-fac2,Kanwan Wala,31.84900814,72.87300084
Health Facility,Punjab,Chiniot,4,Kot Qazi,5231-inv,x,20253-fac2,Kot Qazi,31.82001366,72.92431861
Health Facility,Punjab,Chiniot,4,Langar Makhdoom,5232-inv,x,20247-fac2,Langer Makhdoom,31.92203438,73.07035588
Health Facility,Punjab,Chiniot,4,Manginee,5233-inv,x,0-x,District,31.66925,72.8329
Health Facility,Punjab,Chiniot,4,Mathrooma,5234-inv,x,20210-fac2,Mathruma,31.6736572,72.91256831
Health Facility,Punjab,Chiniot,4,No 1,5235-inv,Mch,20227-fac2,Chack No 14/Jb,31.72656056,73.11056673
Health Facility,Punjab,Chiniot,4,No 2,5236-inv,Mch,20212-fac2,Chack No 241/Jb,31.46375131,72.71193206
Health Facility,Punjab,Chiniot,4,Obhan,5237-inv,x,20257-fac2,Bharana,31.75433498,72.63232682
Health Facility,Punjab,Chiniot,4,Pir Panja,5238-inv,x,20252-fac2,Pir Punja,31.73427875,72.6284939
Health Facility,Punjab,Chiniot,4,Ramana,5239-inv,x,20257-fac2,Bharana,31.75433498,72.63232682
Health Facility,Punjab,Chiniot,4,Rojoya,5242-inv,x,20229-fac2,Rajoa Sadat,31.64348236,72.97604082
Health Facility,Punjab,Chiniot,4,Sangra,5243-inv,x,20247-fac2,Langer Makhdoom,31.92203438,73.07035588
Health Facility,Punjab,Chiniot,4,T M Shah,5244-inv,x,0-x,District,31.66925,72.8329
Health Facility,Punjab,Chiniot,4,Tehsil Vaccine Store,5245-inv,x,0-x,District,31.66925,72.8329
Health Facility,Punjab,Chiniot,4,Thatta Fateh Ali,5256-inv,x,0-x,District,31.66925,72.8329
Health Facility,Punjab,Chiniot,4,Lalian,5262-inv,Thq,20258-fac2,Thq Lallian,31.83025371,72.80733878
Health Facility,Punjab,Chiniot,4,Store,5264-inv,Thq,0-x,District,31.66925,72.8329
District,Punjab,Chiniot,3,Chiniot,5294-inv,District Store,5616-fac2,Chiniot,31.721964,72.987669
Health Facility,Punjab,Dera Ghazi Khan,4,Aali Wala,5309-inv,Bhu,5670-fac2,Aali Wala,29.92116828,70.65578562
Health Facility,Punjab,Dera Ghazi Khan,4,Bait Wala,5310-inv,Bhu,5666-fac2,Bate Bait Wala,29.93533936,70.29551129
Health Facility,Punjab,Dera Ghazi Khan,4,Bakhrwa,5311-inv,Bhu,5672-fac2,Bakhar Wah,29.65629423,70.42214832
Health Facility,Punjab,Dera Ghazi Khan,4,Basti Malana,5312-inv,Bhu,11240-fac2,Basti Jalbani,29.84680558,70.69317164
Health Facility,Punjab,Dera Ghazi Khan,4,Bawata,5313-inv,Bhu,5666-fac2,Bate Bait Wala,29.93533936,70.29551129
Health Facility,Punjab,Dera Ghazi Khan,4,Berot Mandumni,5314-inv,Bhu,0-x,District,30.47865,70.38395
Health Facility,Punjab,Dera Ghazi Khan,4,Bodo,5315-inv,Bhu,5754-fac2,Jhok Bodo,30.916029,70.523612
Health Facility,Punjab,Dera Ghazi Khan,4,Choti Bala,5316-inv,Bhu,5680-fac2,Choti Bala,29.80896987,70.24746348
Health Facility,Punjab,Dera Ghazi Khan,4,Dona,5317-inv,Bhu,5774-fac2,Douna,30.81492558,70.69281253
Health Facility,Punjab,Dera Ghazi Khan,4,Fk Nuthkani,5318-inv,Bhu,0-x,District,30.47865,70.38395
Health Facility,Punjab,Dera Ghazi Khan,4,Gaddai,5320-inv,Bhu,5660-fac2,Gadai,30.02327688,70.62543764
Health Facility,Punjab,Dera Ghazi Khan,4,Ghauus Abad,5321-inv,Bhu,5677-fac2,Ghous Abad,29.90956965,70.73782772
Health Facility,Punjab,Dera Ghazi Khan,4,Hairo Sharqi,5322-inv,Bhu,5760-fac2,Hiro Shargi,30.66028478,70.69904317
Health Facility,Punjab,Dera Ghazi Khan,4,Haji Ghazi,5323-inv,Bhu,5681-fac2,Haji Ghazi Gharbi,30.03106352,70.76729483
Health Facility,Punjab,Dera Ghazi Khan,4,Jaloo Wali,5325-inv,Bhu,0-x,District,30.47865,70.38395
Health Facility,Punjab,Dera Ghazi Khan,4,Jhoke Uttra,5326-inv,Bhu,5663-fac2,Jhoke Uttra,29.84383068,70.72754261
Health Facility,Punjab,Dera Ghazi Khan,4,Khakhi,5327-inv,Bhu,5667-fac2,Khakhi,30.00210429,70.70100766
Health Facility,Punjab,Dera Ghazi Khan,4,Khan Pur,5328-inv,Bhu,5669-fac2,Khanpur,29.75116589,70.56664575
Health Facility,Punjab,Dera Ghazi Khan,4,Kharal Buzdar,5329-inv,Bhu,5628-fac2,Kharar Buzdar,30.15184214,70.00713232
Health Facility,Punjab,Dera Ghazi Khan,4,Kot Mohi,5330-inv,Bhu,5773-fac2,Kot Mahoi,30.5497852,70.59983576
Health Facility,Punjab,Dera Ghazi Khan,4,Kot Mubrak,5331-inv,Bhu,5759-fac2,Kot Mubarak,31.22660339,70.47494284
Health Facility,Punjab,Dera Ghazi Khan,4,Kot Qaisrani,5332-inv,Bhu,5762-fac2,Kot Qaisarani,30.79584752,70.55365721
Health Facility,Punjab,Dera Ghazi Khan,4,Lakhani,5333-inv,Bhu,5763-fac2,Lakhani,31.24739036,70.45917271
Health Facility,Punjab,Dera Ghazi Khan,4,Loher Wala,5334-inv,Bhu,5674-fac2,Lohar Wala,29.95882898,70.5982451
Health Facility,Punjab,Dera Ghazi Khan,4,Makwal Kalan,5335-inv,Bhu,5765-fac2,Makwal Kalan,30.58530863,70.73281675
Health Facility,Punjab,Dera Ghazi Khan,4,Mammori,5336-inv,Bhu,5679-fac2,Mamoori,29.91517485,70.56157632
Health Facility,Punjab,Dera Ghazi Khan,4,Mana Ahmdani,5337-inv,Bhu,2309-fac1,Mana Ahmadani,29.80687,70.62337
Health Facility,Punjab,Dera Ghazi Khan,4,Mangrotha,5338-inv,Bhu,5766-fac2,Mangrotha,30.71544708,70.58322948
Health Facility,Punjab,Dera Ghazi Khan,4,More Jhangi,5339-inv,Bhu,5771-fac2,More Jhangi,30.94300549,70.71726491
Health Facility,Punjab,Dera Ghazi Khan,4,Nari,5340-inv,Bhu,5767-fac2,Nari Shumali,30.8482691,70.67418884
Health Facility,Punjab,Dera Ghazi Khan,4,Nawon Shabir,5341-inv,Bhu,0-x,District,30.47865,70.38395
Health Facility,Punjab,Dera Ghazi Khan,4,Nootak Jaffar,5342-inv,Bhu,0-x,District,30.47865,70.38395
Health Facility,Punjab,Dera Ghazi Khan,4,Pir Adil,5343-inv,Bhu,5664-fac2,Pir Aadil,30.17537053,70.70673896
Health Facility,Punjab,Dera Ghazi Khan,4,Samina,5344-inv,Bhu,5668-fac2,Samina,30.00193647,70.76140785
Health Facility,Punjab,Dera Ghazi Khan,4,Seejar Madan,5345-inv,Bhu,0-x,District,30.47865,70.38395
Health Facility,Punjab,Dera Ghazi Khan,4,Shero Jadid,5346-inv,Bhu,0-x,District,30.47865,70.38395
Health Facility,Punjab,Dera Ghazi Khan,4,Sokar,5347-inv,Bhu,5768-fac2,Sokar,30.65467494,70.60756453
Health Facility,Punjab,Dera Ghazi Khan,4,Wadoor,5348-inv,Bhu,5675-fac2,Wadoor,30.04625803,70.57901715
Health Facility,Punjab,Dera Ghazi Khan,4,Yaroo,5349-inv,Bhu,5735-fac2,Yaroo,30.17666577,70.62654466
Health Facility,Punjab,Dera Ghazi Khan,4,Chabri,5350-inv,x,11244-fac2,Chabri Bala,30.13654882,70.62767857
Health Facility,Punjab,Dera Ghazi Khan,4,Civil Hosp.,5353-inv,x,5648-fac2,Civil Hospital,29.979531,70.305379
Health Facility,Punjab,Dera Ghazi Khan,4,Kot Haibat,5356-inv,x,5671-fac2,Kot Haibat,30.09968349,70.61721465
Health Facility,Punjab,Dera Ghazi Khan,4,Litra Bhu,5357-inv,x,0-x,District,30.47865,70.38395
Health Facility,Punjab,Dera Ghazi Khan,4,Barthi,5360-inv,Rhc,5623-fac2,Barthi,30.55196452,70.36512851
Health Facility,Punjab,Dera Ghazi Khan,4,Choti Zareen,5361-inv,Rhc,5644-fac2,Choti Zareen,29.846423,70.492423
Health Facility,Punjab,Dera Ghazi Khan,4,Kot Chutta,5363-inv,Rhc,5684-fac2,Kot Chutta,29.88092038,70.64538481
Health Facility,Punjab,Dera Ghazi Khan,4,Qadir Abad,5365-inv,Rhc,2311-fac1,Qadir Abad,30.064983,70.723898
Health Facility,Punjab,Dera Ghazi Khan,4,Rausin,5366-inv,Rhc,11240-fac2,Basti Jalbani,29.84680558,70.69317164
Health Facility,Punjab,Dera Ghazi Khan,4,Sarwar Wali,5369-inv,Rhc,5685-fac2,Sarwar Wali,30.06469725,70.72313025
Health Facility,Punjab,Dera Ghazi Khan,4,Shadan Lund,5370-inv,Rhc,5687-fac2,Shadan Lund,30.46831618,70.72882025
Health Facility,Punjab,Dera Ghazi Khan,4,Tibbi Qaisrani,5371-inv,Rhc,5775-fac2,Tibbi Qaisrani,31.00553263,70.67872496
Health Facility,Punjab,Dera Ghazi Khan,4,Vehoa,5373-inv,Rhc,5776-fac2,Vehvova,31.13218404,70.5100646
Health Facility,Punjab,Dera Ghazi Khan,4,Shah Sadar Din,5374-inv,x,5686-fac2,Shah Sadar Din,30.27924837,70.72997846
Health Facility,Punjab,Dera Ghazi Khan,4,Talpur,5376-inv,x,5661-fac2,Talpur,29.73093193,70.48704569
Health Facility,Punjab,Dera Ghazi Khan,4,Taunsa,5377-inv,Thq,5788-fac2,Taunsa,30.711296,70.652615
District,Punjab,Dera Ghazi Khan,3,Dg Khan,5381-inv,District Store,5737-fac2,D G Khan,30.050561,70.638989
Health Facility,Punjab,Faisalabad,4,Uc14,5428-inv,Rhc,6020-fac2,104/Jb Harmoin,31.62244943,73.08421862
